"ltla21_code","total_population","legal_partnership","n","prop"
"E06000049",329473,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",162437,"0.493020672407"
"E06000049",329473,"Married or in a registered civil partnership: Married: Same sex; measures: Value",755,"0.002291538305"
"E06000049",329473,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",602,"0.001827160344"
"E06000049",329473,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",196,"0.000594889414"
"E06000049",329473,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",406,"0.001232270930"
"E06000049",329473,"Separated, but still legally married or still legally in a civil partnership; measures: Value",6679,"0.020271767338"
"E06000049",329473,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",6638,"0.020147326185"
"E06000049",329473,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",41,"0.000124441153"
"E06000049",329473,"Divorced or civil partnership dissolved; measures: Value",32336,"0.098144612760"
"E06000049",329473,"Divorced or civil partnership dissolved: Divorced; measures: Value",32272,"0.097950363156"
"E06000049",329473,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",64,"0.000194249605"
"E06000049",329473,"Widowed or surviving civil partnership partner; measures: Value",22662,"0.068782570954"
"E06000049",329473,"Widowed or surviving civil partnership partner: Widowed; measures: Value",22647,"0.068737043703"
"E06000049",329473,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",15,"0.000045527251"
"E06000050",295356,"Never married and never registered a civil partnership; measures: Value",103051,"0.348904373028"
"E06000050",295356,"Married or in a registered civil partnership; measures: Value",138413,"0.468631075719"
"E06000050",295356,"Married or in a registered civil partnership: Married; measures: Value",137917,"0.466951746367"
"E06000050",295356,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",137144,"0.464334565744"
"E06000050",295356,"Married or in a registered civil partnership: Married: Same sex; measures: Value",773,"0.002617180623"
"E06000050",295356,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",496,"0.001679329352"
"E06000050",295356,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",148,"0.000501090210"
"E06000050",295356,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",348,"0.001178239142"
"E06000050",295356,"Separated, but still legally married or still legally in a civil partnership; measures: Value",5811,"0.019674562223"
"E06000050",295356,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",5778,"0.019562832649"
"E06000050",295356,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",33,"0.000111729574"
"E06000050",295356,"Divorced or civil partnership dissolved; measures: Value",28090,"0.095105567519"
"E06000050",295356,"Divorced or civil partnership dissolved: Divorced; measures: Value",28031,"0.094905808584"
"E06000050",295356,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",59,"0.000199758935"
"E06000050",295356,"Widowed or surviving civil partnership partner; measures: Value",19991,"0.067684421512"
"E06000050",295356,"Widowed or surviving civil partnership partner: Widowed; measures: Value",19968,"0.067606549384"
"E06000050",295356,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",23,"0.000077872127"
"E07000026",80513,"Never married and never registered a civil partnership; measures: Value",25885,"0.321500875635"
"E07000026",80513,"Married or in a registered civil partnership; measures: Value",38967,"0.483983952902"
"E07000026",80513,"Married or in a registered civil partnership: Married; measures: Value",38852,"0.482555612137"
"E07000026",80513,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",38683,"0.480456572231"
"E07000026",80513,"Married or in a registered civil partnership: Married: Same sex; measures: Value",169,"0.002099039907"
"E07000026",80513,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",115,"0.001428340765"
"E07000026",80513,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",34,"0.000422292052"
"E07000026",80513,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",81,"0.001006048713"
"E07000026",80513,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1506,"0.018705053842"
"E07000026",80513,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1503,"0.018667792779"
"E07000026",80513,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",3,"0.000037261063"
"E07000026",80513,"Divorced or civil partnership dissolved; measures: Value",7801,"0.096891185274"
"E07000026",80513,"Divorced or civil partnership dissolved: Divorced; measures: Value",7785,"0.096692459603"
"E07000026",80513,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",16,"0.000198725672"
"E07000026",80513,"Widowed or surviving civil partnership partner; measures: Value",6354,"0.078918932346"
"E07000026",80513,"Widowed or surviving civil partnership partner: Widowed; measures: Value",6345,"0.078807149156"
"E07000026",80513,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",9,"0.000111783190"
"E07000027",55834,"Never married and never registered a civil partnership; measures: Value",20455,"0.366353834581"
"E07000027",55834,"Married or in a registered civil partnership; measures: Value",24204,"0.433499301501"
"E07000027",55834,"Married or in a registered civil partnership: Married; measures: Value",24127,"0.432120213490"
"E07000027",55834,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",24033,"0.430436651503"
"E07000027",55834,"Married or in a registered civil partnership: Married: Same sex; measures: Value",94,"0.001683561987"
"E07000027",55834,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",77,"0.001379088011"
"E07000027",55834,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",16,"0.000286563743"
"E07000027",55834,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",61,"0.001092524268"
"E07000027",55834,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1171,"0.020972883906"
"E07000027",55834,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1164,"0.020847512269"
"E07000027",55834,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",7,"0.000125371637"
"E07000027",55834,"Divorced or civil partnership dissolved; measures: Value",5836,"0.104524125085"
"E07000027",55834,"Divorced or civil partnership dissolved: Divorced; measures: Value",5819,"0.104219651109"
"E07000027",55834,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",17,"0.000304473976"
"E07000027",55834,"Widowed or surviving civil partnership partner; measures: Value",4168,"0.074649854927"
"E07000027",55834,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4165,"0.074596124225"
"E07000027",55834,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",3,"0.000053730702"
