"nhs_trust22_code","date","discharged_by_1700","discharged_between_1701_2359","discharged_total"
"RLT",2022-05-23,12,10,22
"RLT",2022-05-24,13,10,23
"RLT",2022-05-25,24,12,36
"RLT",2022-05-26,17,19,36
"RLT",2022-05-27,26,21,47
"RLT",2022-05-28,14,13,27
"RLT",2022-05-29,12,8,20
"RLT",2022-05-30,14,12,26
"RLT",2022-05-31,21,16,37
"RNA",2022-05-01,36,14,50
"RNA",2022-05-02,25,15,40
"RNA",2022-05-03,45,12,57
"RNA",2022-05-04,42,31,73
"RNA",2022-05-05,0,0,0
"RNA",2022-05-06,55,28,83
"RNA",2022-05-07,18,19,37
"RNA",2022-05-08,44,7,51
"RNA",2022-05-09,44,29,73
"RNA",2022-05-10,45,33,78
"RNA",2022-05-11,45,33,78
"RNA",2022-05-12,36,27,63
"RNA",2022-05-13,48,37,85
"RNA",2022-05-14,37,12,49
"RNA",2022-05-15,16,17,33
"RNA",2022-05-16,35,19,54
"RNA",2022-05-17,44,36,80
"RNA",2022-05-18,59,19,78
"RNA",2022-05-19,45,35,80
"RNA",2022-05-20,44,34,78
"RNA",2022-05-21,39,15,54
"RNA",2022-05-22,25,19,44
"RNA",2022-05-23,36,26,62
"RNA",2022-05-24,49,39,88
"RNA",2022-05-25,38,32,70
"RNA",2022-05-26,53,24,77
"RNA",2022-05-27,46,35,81
"RNA",2022-05-28,35,18,53
"RNA",2022-05-29,29,18,47
"RNA",2022-05-30,25,27,52
"RNA",2022-05-31,55,26,81
"RNQ",2022-05-01,27,20,47
"RNQ",2022-05-02,24,12,36
"RNQ",2022-05-03,35,35,70
"RNQ",2022-05-04,47,24,71
"RNQ",2022-05-05,51,22,73
"RNQ",2022-05-06,39,50,89
"RNQ",2022-05-07,27,19,46
"RNQ",2022-05-08,25,17,42
"RNQ",2022-05-09,44,28,72
"RNQ",2022-05-10,40,21,61
"RNQ",2022-05-11,44,40,84
"RNQ",2022-05-12,44,36,80
"RNQ",2022-05-13,45,48,93
"RNQ",2022-05-14,38,13,51
"RNQ",2022-05-15,25,15,40
"RNQ",2022-05-16,26,30,56
"RNQ",2022-05-17,50,21,71
"RNQ",2022-05-18,54,33,87
"RNQ",2022-05-19,40,34,74
"RNQ",2022-05-20,33,38,71
"RNQ",2022-05-21,36,11,47
"RNQ",2022-05-22,28,20,48
"RNQ",2022-05-23,31,20,51
"RNQ",2022-05-24,41,37,78
"RNQ",2022-05-25,40,37,77
"RNQ",2022-05-26,51,48,99
"RNQ",2022-05-27,52,50,102
"RNQ",2022-05-28,29,27,56
"RNQ",2022-05-29,30,22,52
"RNQ",2022-05-30,37,28,65
"RNQ",2022-05-31,39,40,79
"RNS",2022-05-01,39,30,69
"RNS",2022-05-02,20,8,28
"RNS",2022-05-03,29,31,60
"RNS",2022-05-04,40,22,62
"RNS",2022-05-05,37,27,64
"RNS",2022-05-06,37,27,64
"RNS",2022-05-07,37,27,64
"RNS",2022-05-08,20,20,40
"RNS",2022-05-09,28,31,59
"RNS",2022-05-10,39,26,65
"RNS",2022-05-11,34,31,65
"RNS",2022-05-12,36,21,57
"RNS",2022-05-13,36,21,57
"RNS",2022-05-14,36,21,57
"RNS",2022-05-15,28,11,39
"RNS",2022-05-16,27,15,42
"RNS",2022-05-17,42,27,69
"RNS",2022-05-18,42,31,73
"RNS",2022-05-19,34,30,64
"RNS",2022-05-20,34,30,64
"RNS",2022-05-21,34,30,64
"RNS",2022-05-22,26,11,37
"RNS",2022-05-23,22,22,44
"RNS",2022-05-24,42,14,56
"RNS",2022-05-25,33,19,52
"RNS",2022-05-26,34,37,71
"RNS",2022-05-27,34,37,71
"RNS",2022-05-28,34,37,71
"RNS",2022-05-29,14,14,28
"RNS",2022-05-30,23,21,44
"RNS",2022-05-31,35,23,58
"RRK",2022-05-01,25,19,44
"RRK",2022-05-02,14,13,27
"RRK",2022-05-03,16,20,36
"RRK",2022-05-04,0,0,0
"RRK",2022-05-05,18,26,44
"RRK",2022-05-06,0,0,0
"RRK",2022-05-07,25,18,43
"RRK",2022-05-08,15,15,30
"RRK",2022-05-09,16,28,44
"RRK",2022-05-10,28,21,49
"RRK",2022-05-11,21,22,43
"RRK",2022-05-12,27,29,56
"RRK",2022-05-13,0,0,0
"RRK",2022-05-14,0,0,0
"RRK",2022-05-15,33,7,40
"RRK",2022-05-16,17,22,39
"RRK",2022-05-17,32,23,55
"RRK",2022-05-18,19,27,46
"RRK",2022-05-19,20,29,49
"RRK",2022-05-20,22,27,49
"RRK",2022-05-21,32,25,57
"RRK",2022-05-22,15,11,26
"RRK",2022-05-23,17,20,37
"RRK",2022-05-24,29,26,55
"RRK",2022-05-25,22,27,49
"RRK",2022-05-26,21,22,43
"RRK",2022-05-27,27,42,69
"RRK",2022-05-28,21,11,32
"RRK",2022-05-29,25,13,38
"RRK",2022-05-30,17,18,35
"RRK",2022-05-31,27,26,53
"RTG",2022-05-01,77,33,110
"RTG",2022-05-02,70,33,103
"RTG",2022-05-03,66,60,126
"RTG",2022-05-04,118,81,199
"RTG",2022-05-05,110,95,205
"RTG",2022-05-06,110,95,205
"RTG",2022-05-07,20,11,31
"RTG",2022-05-08,13,7,20
"RTG",2022-05-09,69,84,153
"RTG",2022-05-10,94,73,167
"RTG",2022-05-11,111,89,200
"RTG",2022-05-12,87,90,177
"RTG",2022-05-13,87,90,177
"RTG",2022-05-14,100,48,148
"RTG",2022-05-15,61,48,109
"RTG",2022-05-16,90,94,184
"RTG",2022-05-17,105,106,211
"RTG",2022-05-18,107,109,216
"RTG",2022-05-19,95,90,185
"RTG",2022-05-20,116,105,221
"RTG",2022-05-21,100,45,145
"RTG",2022-05-22,75,37,112
"RTG",2022-05-23,89,74,163
"RTG",2022-05-24,87,101,188
"RTG",2022-05-25,111,79,190
"RTG",2022-05-26,107,95,202
"RTG",2022-05-27,141,99,240
"RTG",2022-05-28,117,37,154
"RTG",2022-05-29,82,27,109
"RTG",2022-05-30,86,71,157
"RTG",2022-05-31,98,96,194
"RWD",2022-05-01,65,42,107
"RWD",2022-05-02,61,40,101
"RWD",2022-05-03,70,117,187
"RWD",2022-05-04,88,90,178
"RWD",2022-05-05,88,83,171
"RWD",2022-05-06,73,86,159
"RWD",2022-05-07,70,42,112
"RWD",2022-05-08,54,54,108
"RWD",2022-05-09,67,104,171
"RWD",2022-05-10,83,86,169
"RWD",2022-05-11,84,98,182
"RWD",2022-05-12,93,77,170
"RWD",2022-05-13,76,100,176
"RWD",2022-05-14,48,52,100
"RWD",2022-05-15,48,41,89
"RWD",2022-05-16,62,88,150
"RWD",2022-05-17,83,83,166
"RWD",2022-05-18,97,90,187
"RWD",2022-05-19,80,0,80
"RWD",2022-05-20,64,54,118
"RWD",2022-05-21,44,31,75
"RWD",2022-05-22,52,41,93
"RWD",2022-05-23,82,73,155
"RWD",2022-05-24,98,82,180
"RWD",2022-05-25,100,87,187
"RWD",2022-05-26,84,80,164
"RWD",2022-05-27,72,71,143
"RWD",2022-05-28,64,44,108
"RWD",2022-05-29,50,33,83
"RWD",2022-05-30,104,92,196
"RWD",2022-05-31,83,92,175
"RWE",2022-05-01,86,61,147
"RWE",2022-05-02,87,51,138
"RWE",2022-05-03,80,99,179
"RWE",2022-05-04,128,101,229
"RWE",2022-05-05,117,80,197
"RWE",2022-05-06,145,137,282
"RWE",2022-05-07,111,78,189
"RWE",2022-05-08,81,46,127
"RWE",2022-05-09,95,95,190
"RWE",2022-05-10,139,95,234
"RWE",2022-05-11,131,104,235
"RWE",2022-05-12,119,104,223
"RWE",2022-05-13,143,156,299
"RWE",2022-05-14,103,81,184
"RWE",2022-05-15,88,61,149
"RWE",2022-05-16,109,87,196
"RWE",2022-05-17,135,101,236
"RWE",2022-05-18,117,114,231
"RWE",2022-05-19,133,110,243
"RWE",2022-05-20,136,143,279
"RWE",2022-05-21,132,87,219
"RWE",2022-05-22,88,53,141
"RWE",2022-05-23,116,101,217
"RWE",2022-05-24,104,71,175
"RWE",2022-05-25,142,104,246
"RWE",2022-05-26,137,108,245
"RWE",2022-05-27,143,142,285
"RWE",2022-05-28,121,55,176
"RWE",2022-05-29,81,48,129
"RWE",2022-05-30,100,100,200
"RWE",2022-05-31,130,76,206
"RWP",2022-05-01,3,1,4
"RWP",2022-05-02,3,1,4
"RWP",2022-05-03,6,3,9
"RWP",2022-05-04,3,3,6
"RWP",2022-05-05,4,2,6
"RWP",2022-05-06,7,2,9
"RWP",2022-05-07,6,1,7
"RWP",2022-05-08,1,0,1
"RWP",2022-05-09,5,0,5
"RWP",2022-05-10,6,4,10
"RWP",2022-05-11,6,2,8
"RWP",2022-05-12,4,4,8
"RWP",2022-05-13,7,6,13
"RWP",2022-05-14,3,1,4
"RWP",2022-05-15,3,1,4
"RWP",2022-05-16,4,4,8
"RWP",2022-05-17,11,3,14
"RWP",2022-05-18,10,1,11
"RWP",2022-05-19,7,3,10
"RWP",2022-05-20,3,0,3
"RWP",2022-05-21,6,2,8
"RWP",2022-05-22,3,0,3
"RWP",2022-05-23,3,4,7
"RWP",2022-05-24,9,3,12
"RWP",2022-05-25,6,2,8
"RWP",2022-05-26,6,2,8
"RWP",2022-05-27,1,1,2
"RWP",2022-05-28,2,0,2
"RWP",2022-05-29,1,0,1
"RWP",2022-05-30,4,3,7
"RWP",2022-05-31,11,3,14
"RX1",2022-05-01,63,29,92
"RX1",2022-05-02,66,22,88
"RX1",2022-05-03,84,56,140
"RX1",2022-05-04,136,72,208
"RX1",2022-05-05,126,83,209
"RX1",2022-05-06,150,70,220
"RX1",2022-05-07,86,36,122
"RX1",2022-05-08,61,28,89
"RX1",2022-05-09,102,65,167
"RX1",2022-05-10,146,63,209
"RX1",2022-05-11,131,89,220
"RX1",2022-05-12,150,67,217
"RX1",2022-05-13,142,87,229
"RX1",2022-05-14,95,42,137
"RX1",2022-05-15,55,30,85
"RX1",2022-05-16,115,73,188
"RX1",2022-05-17,120,65,185
"RX1",2022-05-18,115,75,190
"RX1",2022-05-19,143,71,214
"RX1",2022-05-20,148,98,246
"RX1",2022-05-21,105,37,142
"RX1",2022-05-22,77,31,108
"RX1",2022-05-23,101,72,173
"RX1",2022-05-24,144,70,214
"RX1",2022-05-25,130,69,199
"RX1",2022-05-26,123,80,203
"RX1",2022-05-27,144,96,240
"RX1",2022-05-28,93,33,126
"RX1",2022-05-29,67,35,102
"RX1",2022-05-30,98,75,173
"RX1",2022-05-31,113,87,200
"RXK",2022-05-01,75,51,126
"RXK",2022-05-02,54,47,101
"RXK",2022-05-03,82,60,142
"RXK",2022-05-04,77,89,166
"RXK",2022-05-05,0,0,0
"RXK",2022-05-06,64,96,160
"RXK",2022-05-07,48,52,100
"RXK",2022-05-08,60,56,116
"RXK",2022-05-09,65,76,141
"RXK",2022-05-10,63,82,145
"RXK",2022-05-11,60,90,150
"RXK",2022-05-12,74,68,142
"RXK",2022-05-13,113,72,185
"RXK",2022-05-14,60,59,119
"RXK",2022-05-15,62,52,114
"RXK",2022-05-16,40,63,103
"RXK",2022-05-17,73,86,159
"RXK",2022-05-18,78,86,164
"RXK",2022-05-19,71,66,137
"RXK",2022-05-20,84,78,162
"RXK",2022-05-21,50,46,96
"RXK",2022-05-22,51,48,99
"RXK",2022-05-23,58,76,134
"RXK",2022-05-24,52,72,124
"RXK",2022-05-25,64,83,147
"RXK",2022-05-26,3,4,7
"RXK",2022-05-27,73,78,151
"RXK",2022-05-28,71,42,113
"RXK",2022-05-29,67,33,100
"RXK",2022-05-30,67,64,131
"RXK",2022-05-31,71,72,143
"RXW",2022-05-01,44,19,63
"RXW",2022-05-02,37,26,63
"RXW",2022-05-03,43,48,91
"RXW",2022-05-04,68,47,115
"RXW",2022-05-05,65,64,129
"RXW",2022-05-06,75,65,140
"RXW",2022-05-07,40,28,68
"RXW",2022-05-08,44,14,58
"RXW",2022-05-09,33,62,95
"RXW",2022-05-10,66,58,124
"RXW",2022-05-11,61,54,115
"RXW",2022-05-12,48,39,87
"RXW",2022-05-13,0,0,0
"RXW",2022-05-14,43,28,71
"RXW",2022-05-15,29,21,50
"RXW",2022-05-16,41,63,104
"RXW",2022-05-17,58,64,122
"RXW",2022-05-18,80,60,140
"RXW",2022-05-19,85,56,141
"RXW",2022-05-20,69,63,132
"RXW",2022-05-21,37,27,64
"RXW",2022-05-22,30,18,48
"RXW",2022-05-23,56,45,101
"RXW",2022-05-24,71,45,116
"RXW",2022-05-25,64,61,125
"RXW",2022-05-26,70,55,125
"RXW",2022-05-27,73,84,157
"RXW",2022-05-28,35,47,82
"RXW",2022-05-29,30,20,50
"RXW",2022-05-30,46,63,109
"RXW",2022-05-31,84,60,144
"R0B",2022-05-01,48,25,73
"R0B",2022-05-02,37,19,56
"R0B",2022-05-03,67,50,117
"R0B",2022-05-04,71,47,118
"R0B",2022-05-05,107,51,158
"R0B",2022-05-06,85,57,142
"R0B",2022-05-07,65,27,92
"R0B",2022-05-08,50,14,64
"R0B",2022-05-09,73,64,137
"R0B",2022-05-10,85,68,153
"R0B",2022-05-11,81,48,129
"R0B",2022-05-12,86,60,146
"R0B",2022-05-13,91,49,140
"R0B",2022-05-14,66,17,83
"R0B",2022-05-15,45,18,63
"R0B",2022-05-16,57,37,94
"R0B",2022-05-17,87,68,155
"R0B",2022-05-18,92,46,138
"R0B",2022-05-19,72,42,114
"R0B",2022-05-20,81,84,165
"R0B",2022-05-21,72,23,95
"R0B",2022-05-22,48,10,58
"R0B",2022-05-23,74,47,121
"R0B",2022-05-24,79,44,123
"R0B",2022-05-25,100,55,155
"R0B",2022-05-26,67,48,115
"R0B",2022-05-27,67,48,115
"R0B",2022-05-28,67,48,115
"R0B",2022-05-29,51,16,67
"R0B",2022-05-30,51,16,67
"R0B",2022-05-31,88,60,148
"RAE",2022-05-01,28,17,45
"RAE",2022-05-02,49,26,75
"RAE",2022-05-03,37,23,60
"RAE",2022-05-04,46,37,83
"RAE",2022-05-05,83,44,127
"RAE",2022-05-06,49,43,92
"RAE",2022-05-07,5,0,5
"RAE",2022-05-08,31,17,48
"RAE",2022-05-09,34,35,69
"RAE",2022-05-10,55,45,100
"RAE",2022-05-11,54,42,96
"RAE",2022-05-12,44,38,82
"RAE",2022-05-13,54,53,107
"RAE",2022-05-14,40,25,65
"RAE",2022-05-15,47,13,60
"RAE",2022-05-16,33,37,70
"RAE",2022-05-17,55,33,88
"RAE",2022-05-18,54,23,77
"RAE",2022-05-19,61,38,99
"RAE",2022-05-20,54,51,105
"RAE",2022-05-21,2,0,2
"RAE",2022-05-22,33,18,51
"RAE",2022-05-23,41,32,73
"RAE",2022-05-24,55,30,85
"RAE",2022-05-25,57,47,104
"RAE",2022-05-26,60,37,97
"RAE",2022-05-27,47,39,86
"RAE",2022-05-28,46,33,79
"RAE",2022-05-29,47,12,59
"RAE",2022-05-30,29,29,58
"RAE",2022-05-31,59,44,103
"RCB",2022-05-01,31,10,41
"RCB",2022-05-02,29,12,41
"RCB",2022-05-03,63,34,97
"RCB",2022-05-04,64,26,90
"RCB",2022-05-05,82,35,117
"RCB",2022-05-06,71,38,109
"RCB",2022-05-07,39,20,59
"RCB",2022-05-08,40,4,44
"RCB",2022-05-09,55,25,80
"RCB",2022-05-10,82,39,121
"RCB",2022-05-11,79,20,99
"RCB",2022-05-12,86,26,112
"RCB",2022-05-13,78,38,116
"RCB",2022-05-14,28,15,43
"RCB",2022-05-15,30,19,49
"RCB",2022-05-16,59,35,94
"RCB",2022-05-17,71,30,101
"RCB",2022-05-18,76,29,105
"RCB",2022-05-19,77,36,113
"RCB",2022-05-20,82,44,126
"RCB",2022-05-21,44,16,60
"RCB",2022-05-22,39,9,48
"RCB",2022-05-23,71,34,105
"RCB",2022-05-24,73,32,105
"RCB",2022-05-25,73,33,106
"RCB",2022-05-26,86,26,112
"RCB",2022-05-27,83,35,118
"RCB",2022-05-28,41,25,66
"RCB",2022-05-29,36,15,51
"RCB",2022-05-30,59,34,93
"RCB",2022-05-31,131,58,189
"RCD",2022-05-01,2,0,2
"RCD",2022-05-02,5,0,5
"RCD",2022-05-03,5,0,5
"RCD",2022-05-04,2,0,2
"RCD",2022-05-05,0,0,0
"RCD",2022-05-06,8,5,13
"RCD",2022-05-07,6,3,9
"RCD",2022-05-08,8,5,13
"RCD",2022-05-09,5,3,8
"RCD",2022-05-10,13,4,17
"RCD",2022-05-11,1,1,2
"RCD",2022-05-12,14,3,17
"RCD",2022-05-13,4,2,6
"RCD",2022-05-14,5,1,6
"RCD",2022-05-15,2,1,3
"RCD",2022-05-16,7,1,8
"RCD",2022-05-17,4,3,7
"RCD",2022-05-18,6,2,8
"RCD",2022-05-19,14,3,17
"RCD",2022-05-20,9,3,12
"RCD",2022-05-21,5,2,7
"RCD",2022-05-22,0,0,0
"RCD",2022-05-23,7,2,9
"RCD",2022-05-24,11,2,13
"RCD",2022-05-25,13,3,16
"RCD",2022-05-26,11,8,19
"RCD",2022-05-27,10,3,13
"RCD",2022-05-28,0,0,0
"RCD",2022-05-29,7,0,7
"RCD",2022-05-30,9,2,11
"RCD",2022-05-31,10,5,15
"RCF",2022-05-01,27,30,57
"RCF",2022-05-02,25,29,54
"RCF",2022-05-03,26,27,53
"RCF",2022-05-04,20,33,53
"RCF",2022-05-05,19,40,59
"RCF",2022-05-06,19,40,59
"RCF",2022-05-07,28,25,53
"RCF",2022-05-08,32,24,56
"RCF",2022-05-09,23,24,47
"RCF",2022-05-10,28,25,53
"RCF",2022-05-11,34,19,53
"RCF",2022-05-12,27,27,54
"RCF",2022-05-13,27,27,54
"RCF",2022-05-14,18,17,35
"RCF",2022-05-15,30,20,50
"RCF",2022-05-16,25,28,53
"RCF",2022-05-17,32,18,50
"RCF",2022-05-18,27,34,61
"RCF",2022-05-19,31,33,64
"RCF",2022-05-20,31,33,64
"RCF",2022-05-21,29,28,57
"RCF",2022-05-22,33,16,49
"RCF",2022-05-23,24,27,51
"RCF",2022-05-24,26,21,47
"RCF",2022-05-25,30,29,59
"RCF",2022-05-26,30,24,54
"RCF",2022-05-27,30,24,54
"RCF",2022-05-28,23,25,48
"RCF",2022-05-29,21,20,41
"RCF",2022-05-30,20,19,39
"RCF",2022-05-31,30,38,68
"RFF",2022-05-01,0,0,0
"RFF",2022-05-02,31,18,49
"RFF",2022-05-03,52,35,87
"RFF",2022-05-04,41,70,111
"RFF",2022-05-05,69,40,109
"RFF",2022-05-06,71,68,139
"RFF",2022-05-07,49,26,75
"RFF",2022-05-08,0,0,0
"RFF",2022-05-09,51,68,119
"RFF",2022-05-10,68,42,110
"RFF",2022-05-11,78,43,121
"RFF",2022-05-12,42,69,111
"RFF",2022-05-13,59,47,106
"RFF",2022-05-14,56,23,79
"RFF",2022-05-15,41,23,64
"RFF",2022-05-16,45,63,108
"RFF",2022-05-17,53,41,94
"RFF",2022-05-18,69,65,134
"RFF",2022-05-19,51,56,107
"RFF",2022-05-20,71,58,129
"RFF",2022-05-21,55,16,71
"RFF",2022-05-22,0,0,0
"RFF",2022-05-23,69,35,104
"RFF",2022-05-24,67,49,116
"RFF",2022-05-25,63,61,124
"RFF",2022-05-26,58,50,108
"RFF",2022-05-27,59,64,123
"RFF",2022-05-28,34,26,60
"RFF",2022-05-29,47,11,58
"RFF",2022-05-30,45,40,85
"RFF",2022-05-31,40,88,128
"RFR",2022-05-01,17,21,38
"RFR",2022-05-02,25,6,31
"RFR",2022-05-03,22,37,59
"RFR",2022-05-04,31,30,61
"RFR",2022-05-05,25,32,57
"RFR",2022-05-06,39,38,77
"RFR",2022-05-07,23,12,35
"RFR",2022-05-08,23,14,37
"RFR",2022-05-09,20,43,63
"RFR",2022-05-10,26,24,50
"RFR",2022-05-11,27,27,54
"RFR",2022-05-12,24,38,62
"RFR",2022-05-13,35,21,56
"RFR",2022-05-14,13,34,47
"RFR",2022-05-15,16,13,29
"RFR",2022-05-16,29,32,61
"RFR",2022-05-17,19,45,64
"RFR",2022-05-18,27,26,53
"RFR",2022-05-19,35,38,73
"RFR",2022-05-20,35,40,75
"RFR",2022-05-21,40,14,54
"RFR",2022-05-22,15,17,32
"RFR",2022-05-23,24,32,56
"RFR",2022-05-24,32,34,66
"RFR",2022-05-25,25,33,58
"RFR",2022-05-26,39,24,63
"RFR",2022-05-27,26,39,65
"RFR",2022-05-28,18,14,32
"RFR",2022-05-29,19,11,30
"RFR",2022-05-30,23,28,51
"RFR",2022-05-31,30,36,66
"RHQ",2022-05-01,49,56,105
"RHQ",2022-05-02,50,53,103
"RHQ",2022-05-03,80,91,171
"RHQ",2022-05-04,80,79,159
"RHQ",2022-05-05,120,99,219
"RHQ",2022-05-06,115,107,222
"RHQ",2022-05-07,99,55,154
"RHQ",2022-05-08,59,52,111
"RHQ",2022-05-09,86,88,174
"RHQ",2022-05-10,101,106,207
"RHQ",2022-05-11,102,114,216
"RHQ",2022-05-12,104,101,205
"RHQ",2022-05-13,92,124,216
"RHQ",2022-05-14,73,60,133
"RHQ",2022-05-15,57,51,108
"RHQ",2022-05-16,90,103,193
"RHQ",2022-05-17,111,88,199
"RHQ",2022-05-18,99,126,225
"RHQ",2022-05-19,116,106,222
"RHQ",2022-05-20,113,97,210
"RHQ",2022-05-21,76,66,142
"RHQ",2022-05-22,59,42,101
"RHQ",2022-05-23,68,105,173
"RHQ",2022-05-24,99,120,219
"RHQ",2022-05-25,93,92,185
"RHQ",2022-05-26,84,123,207
"RHQ",2022-05-27,100,144,244
"RHQ",2022-05-28,98,72,170
"RHQ",2022-05-29,54,58,112
"RHQ",2022-05-30,75,113,188
"RHQ",2022-05-31,92,113,205
"RJL",2022-05-01,32,21,53
"RJL",2022-05-02,12,11,23
"RJL",2022-05-03,21,39,60
"RJL",2022-05-04,35,49,84
"RJL",2022-05-05,55,35,90
"RJL",2022-05-06,59,38,97
"RJL",2022-05-07,37,20,57
"RJL",2022-05-08,22,16,38
"RJL",2022-05-09,28,37,65
"RJL",2022-05-10,43,41,84
"RJL",2022-05-11,53,43,96
"RJL",2022-05-12,41,42,83
"RJL",2022-05-13,62,53,115
"RJL",2022-05-14,42,12,54
"RJL",2022-05-15,30,16,46
"RJL",2022-05-16,50,34,84
"RJL",2022-05-17,42,29,71
"RJL",2022-05-18,56,39,95
"RJL",2022-05-19,47,36,83
"RJL",2022-05-20,59,56,115
"RJL",2022-05-21,32,17,49
"RJL",2022-05-22,21,20,41
