"icb22_code","date","do_not_meet_criteria_to_reside"
"E54000011",2023-04-16,224
"E54000011",2023-04-17,203
"E54000011",2023-04-18,270
"E54000011",2023-04-19,252
"E54000011",2023-04-20,250
"E54000011",2023-04-21,266
"E54000011",2023-04-22,281
"E54000011",2023-04-23,202
"E54000011",2023-04-24,203
"E54000011",2023-04-25,258
"E54000011",2023-04-26,279
"E54000011",2023-04-27,274
"E54000011",2023-04-28,299
"E54000011",2023-04-29,268
"E54000011",2023-04-30,214
"E54000058",2023-04-01,509
"E54000058",2023-04-02,404
"E54000058",2023-04-03,454
"E54000058",2023-04-04,536
"E54000058",2023-04-05,490
"E54000058",2023-04-06,507
"E54000058",2023-04-07,500
"E54000058",2023-04-08,431
"E54000058",2023-04-09,323
"E54000058",2023-04-10,324
"E54000058",2023-04-11,470
"E54000058",2023-04-12,482
"E54000058",2023-04-13,538
"E54000058",2023-04-14,498
"E54000058",2023-04-15,448
"E54000058",2023-04-16,343
"E54000058",2023-04-17,455
"E54000058",2023-04-18,480
"E54000058",2023-04-19,527
"E54000058",2023-04-20,517
"E54000058",2023-04-21,601
"E54000058",2023-04-22,393
"E54000058",2023-04-23,312
"E54000058",2023-04-24,493
"E54000058",2023-04-25,529
"E54000058",2023-04-26,530
"E54000058",2023-04-27,475
"E54000058",2023-04-28,551
"E54000058",2023-04-29,430
"E54000058",2023-04-30,325
"E54000013",2023-04-01,251
"E54000013",2023-04-02,217
"E54000013",2023-04-03,296
"E54000013",2023-04-04,322
"E54000013",2023-04-05,291
"E54000013",2023-04-06,296
"E54000013",2023-04-07,242
"E54000013",2023-04-08,230
"E54000013",2023-04-09,192
"E54000013",2023-04-10,199
"E54000013",2023-04-11,239
"E54000013",2023-04-12,300
"E54000013",2023-04-13,299
"E54000013",2023-04-14,279
"E54000013",2023-04-15,211
"E54000013",2023-04-16,204
"E54000013",2023-04-17,257
"E54000013",2023-04-18,304
"E54000013",2023-04-19,287
"E54000013",2023-04-20,315
"E54000013",2023-04-21,288
"E54000013",2023-04-22,244
"E54000013",2023-04-23,188
"E54000013",2023-04-24,293
"E54000013",2023-04-25,291
"E54000013",2023-04-26,353
"E54000013",2023-04-27,320
"E54000013",2023-04-28,298
"E54000013",2023-04-29,217
"E54000013",2023-04-30,180
"E54000060",2023-04-01,736
"E54000060",2023-04-02,524
"E54000060",2023-04-03,468
"E54000060",2023-04-04,649
"E54000060",2023-04-05,691
"E54000060",2023-04-06,668
"E54000060",2023-04-07,674
"E54000060",2023-04-08,545
"E54000060",2023-04-09,462
"E54000060",2023-04-10,447
"E54000060",2023-04-11,426
"E54000060",2023-04-12,638
"E54000060",2023-04-13,728
"E54000060",2023-04-14,672
"E54000060",2023-04-15,664
"E54000060",2023-04-16,503
"E54000060",2023-04-17,436
"E54000060",2023-04-18,648
"E54000060",2023-04-19,690
"E54000060",2023-04-20,708
"E54000060",2023-04-21,726
"E54000060",2023-04-22,735
"E54000060",2023-04-23,518
"E54000060",2023-04-24,487
"E54000060",2023-04-25,638
"E54000060",2023-04-26,746
"E54000060",2023-04-27,716
"E54000060",2023-04-28,715
"E54000060",2023-04-29,760
"E54000060",2023-04-30,526
"E54000015",2023-04-01,341
"E54000015",2023-04-02,287
"E54000015",2023-04-03,366
"E54000015",2023-04-04,435
"E54000015",2023-04-05,416
"E54000015",2023-04-06,457
"E54000015",2023-04-07,441
"E54000015",2023-04-08,381
"E54000015",2023-04-09,316
"E54000015",2023-04-10,309
"E54000015",2023-04-11,421
"E54000015",2023-04-12,496
"E54000015",2023-04-13,496
"E54000015",2023-04-14,508
"E54000015",2023-04-15,366
"E54000015",2023-04-16,321
"E54000015",2023-04-17,440
"E54000015",2023-04-18,483
"E54000015",2023-04-19,500
"E54000015",2023-04-20,483
"E54000015",2023-04-21,543
"E54000015",2023-04-22,439
"E54000015",2023-04-23,382
"E54000015",2023-04-24,443
"E54000015",2023-04-25,475
"E54000015",2023-04-26,485
"E54000015",2023-04-27,479
"E54000015",2023-04-28,499
"E54000015",2023-04-29,402
"E54000015",2023-04-30,335
"E54000062",2023-04-01,572
"E54000062",2023-04-02,517
"E54000062",2023-04-03,487
"E54000062",2023-04-04,608
"E54000062",2023-04-05,665
"E54000062",2023-04-06,652
"E54000062",2023-04-07,679
"E54000062",2023-04-08,465
"E54000062",2023-04-09,411
"E54000062",2023-04-10,319
"E54000062",2023-04-11,439
"E54000062",2023-04-12,559
"E54000062",2023-04-13,588
"E54000062",2023-04-14,598
"E54000062",2023-04-15,610
"E54000062",2023-04-16,468
"E54000062",2023-04-17,494
"E54000062",2023-04-18,554
"E54000062",2023-04-19,612
"E54000062",2023-04-20,625
"E54000062",2023-04-21,587
"E54000062",2023-04-22,612
"E54000062",2023-04-23,402
"E54000062",2023-04-24,334
"E54000062",2023-04-25,456
"E54000062",2023-04-26,447
"E54000062",2023-04-27,410
"E54000062",2023-04-28,457
"E54000062",2023-04-29,426
"E54000062",2023-04-30,422
"E54000055",2023-04-01,175
"E54000055",2023-04-02,194
"E54000055",2023-04-03,175
"E54000055",2023-04-04,160
"E54000055",2023-04-05,166
"E54000055",2023-04-06,137
"E54000055",2023-04-07,170
"E54000055",2023-04-08,165
"E54000055",2023-04-09,196
"E54000055",2023-04-10,222
"E54000055",2023-04-11,202
"E54000055",2023-04-12,191
"E54000055",2023-04-13,148
"E54000055",2023-04-14,145
"E54000055",2023-04-15,150
"E54000055",2023-04-16,179
"E54000055",2023-04-17,166
"E54000055",2023-04-18,167
"E54000055",2023-04-19,157
"E54000055",2023-04-20,175
"E54000055",2023-04-21,178
"E54000055",2023-04-22,176
"E54000055",2023-04-23,240
"E54000055",2023-04-24,182
"E54000055",2023-04-25,175
"E54000055",2023-04-26,166
"E54000055",2023-04-27,146
"E54000055",2023-04-28,150
"E54000055",2023-04-29,153
"E54000055",2023-04-30,159
"E54000018",2023-04-01,417
"E54000018",2023-04-02,372
"E54000018",2023-04-03,435
"E54000018",2023-04-04,540
"E54000018",2023-04-05,554
"E54000018",2023-04-06,525
"E54000018",2023-04-07,450
"E54000018",2023-04-08,392
"E54000018",2023-04-09,361
"E54000018",2023-04-10,358
"E54000018",2023-04-11,422
"E54000018",2023-04-12,504
"E54000018",2023-04-13,517
"E54000018",2023-04-14,509
"E54000018",2023-04-15,439
"E54000018",2023-04-16,376
"E54000018",2023-04-17,477
"E54000018",2023-04-18,523
"E54000018",2023-04-19,511
"E54000018",2023-04-20,533
"E54000018",2023-04-21,558
"E54000018",2023-04-22,487
"E54000018",2023-04-23,396
"E54000018",2023-04-24,435
"E54000018",2023-04-25,427
"E54000018",2023-04-26,452
"E54000018",2023-04-27,446
"E54000018",2023-04-28,416
"E54000018",2023-04-29,346
"E54000018",2023-04-30,290
"E54000019",2023-04-01,151
"E54000019",2023-04-02,100
"E54000019",2023-04-03,147
"E54000019",2023-04-04,138
"E54000019",2023-04-05,135
"E54000019",2023-04-06,155
"E54000019",2023-04-07,134
"E54000019",2023-04-08,129
"E54000019",2023-04-09,104
"E54000019",2023-04-10,107
"E54000019",2023-04-11,127
"E54000019",2023-04-12,134
"E54000019",2023-04-13,140
"E54000019",2023-04-14,153
"E54000019",2023-04-15,179
"E54000019",2023-04-16,145
"E54000019",2023-04-17,156
"E54000019",2023-04-18,152
"E54000019",2023-04-19,159
"E54000019",2023-04-20,156
"E54000019",2023-04-21,161
"E54000019",2023-04-22,118
"E54000019",2023-04-23,121
"E54000019",2023-04-24,153
"E54000019",2023-04-25,151
"E54000019",2023-04-26,161
"E54000019",2023-04-27,174
"E54000019",2023-04-28,164
"E54000019",2023-04-29,156
"E54000019",2023-04-30,141
"E54000059",2023-04-01,287
"E54000059",2023-04-02,269
"E54000059",2023-04-03,283
"E54000059",2023-04-04,315
"E54000059",2023-04-05,317
"E54000059",2023-04-06,313
"E54000059",2023-04-07,298
"E54000059",2023-04-08,284
"E54000059",2023-04-09,276
"E54000059",2023-04-10,275
"E54000059",2023-04-11,301
"E54000059",2023-04-12,314
"E54000059",2023-04-13,338
"E54000059",2023-04-14,351
"E54000059",2023-04-15,336
"E54000059",2023-04-16,322
"E54000059",2023-04-17,302
"E54000059",2023-04-18,302
"E54000059",2023-04-19,293
"E54000059",2023-04-20,303
"E54000059",2023-04-21,291
"E54000059",2023-04-22,281
"E54000059",2023-04-23,263
"E54000059",2023-04-24,287
"E54000059",2023-04-25,317
"E54000059",2023-04-26,307
"E54000059",2023-04-27,291
"E54000059",2023-04-28,302
"E54000059",2023-04-29,292
"E54000059",2023-04-30,266
"E54000061",2023-04-01,860
"E54000061",2023-04-02,755
"E54000061",2023-04-03,623
"E54000061",2023-04-04,746
"E54000061",2023-04-05,795
"E54000061",2023-04-06,692
"E54000061",2023-04-07,741
"E54000061",2023-04-08,699
"E54000061",2023-04-09,693
"E54000061",2023-04-10,733
"E54000061",2023-04-11,779
"E54000061",2023-04-12,842
"E54000061",2023-04-13,858
"E54000061",2023-04-14,866
"E54000061",2023-04-15,855
"E54000061",2023-04-16,726
"E54000061",2023-04-17,748
"E54000061",2023-04-18,785
"E54000061",2023-04-19,851
"E54000061",2023-04-20,840
"E54000061",2023-04-21,884
"E54000061",2023-04-22,790
"E54000061",2023-04-23,740
"E54000061",2023-04-24,737
"E54000061",2023-04-25,826
"E54000061",2023-04-26,857
"E54000061",2023-04-27,814
"E54000061",2023-04-28,865
"E54000061",2023-04-29,827
"E54000061",2023-04-30,751
"E54000050",2023-04-01,1187
"E54000050",2023-04-02,1018
"E54000050",2023-04-03,1098
"E54000050",2023-04-04,1231
"E54000050",2023-04-05,1274
"E54000050",2023-04-06,1381
"E54000050",2023-04-07,1179
"E54000050",2023-04-08,984
"E54000050",2023-04-09,754
"E54000050",2023-04-10,848
"E54000050",2023-04-11,1081
"E54000050",2023-04-12,1226
"E54000050",2023-04-13,1278
"E54000050",2023-04-14,1274
"E54000050",2023-04-15,1034
"E54000050",2023-04-16,868
"E54000050",2023-04-17,1021
"E54000050",2023-04-18,1213
"E54000050",2023-04-19,1318
"E54000050",2023-04-20,1275
"E54000050",2023-04-21,1294
"E54000050",2023-04-22,1179
"E54000050",2023-04-23,1008
"E54000050",2023-04-24,1126
"E54000050",2023-04-25,1300
"E54000050",2023-04-26,1369
"E54000050",2023-04-27,1295
"E54000050",2023-04-28,1311
"E54000050",2023-04-29,1105
"E54000050",2023-04-30,938
"E54000051",2023-04-01,671
"E54000051",2023-04-02,630
"E54000051",2023-04-03,736
"E54000051",2023-04-04,874
"E54000051",2023-04-05,791
"E54000051",2023-04-06,908
"E54000051",2023-04-07,704
"E54000051",2023-04-08,639
"E54000051",2023-04-09,642
"E54000051",2023-04-10,637
"E54000051",2023-04-11,784
"E54000051",2023-04-12,824
"E54000051",2023-04-13,809
"E54000051",2023-04-14,875
"E54000051",2023-04-15,673
"E54000051",2023-04-16,658
"E54000051",2023-04-17,759
"E54000051",2023-04-18,850
"E54000051",2023-04-19,821
"E54000051",2023-04-20,851
"E54000051",2023-04-21,812
"E54000051",2023-04-22,678
"E54000051",2023-04-23,598
"E54000051",2023-04-24,723
"E54000051",2023-04-25,872
"E54000051",2023-04-26,841
"E54000051",2023-04-27,841
"E54000051",2023-04-28,898
"E54000051",2023-04-29,670
"E54000051",2023-04-30,621
"E54000054",2023-04-01,1139
"E54000054",2023-04-02,1070
"E54000054",2023-04-03,1054
"E54000054",2023-04-04,1238
"E54000054",2023-04-05,1335
"E54000054",2023-04-06,1362
"E54000054",2023-04-07,1241
"E54000054",2023-04-08,1116
"E54000054",2023-04-09,1002
"E54000054",2023-04-10,961
"E54000054",2023-04-11,1019
"E54000054",2023-04-12,1140
"E54000054",2023-04-13,1236
"E54000054",2023-04-14,1177
"E54000054",2023-04-15,1120
"E54000054",2023-04-16,951
"E54000054",2023-04-17,1002
"E54000054",2023-04-18,1197
"E54000054",2023-04-19,1273
"E54000054",2023-04-20,1249
"E54000054",2023-04-21,1186
"E54000054",2023-04-22,1168
"E54000054",2023-04-23,970
"E54000054",2023-04-24,1011
"E54000054",2023-04-25,1190
"E54000054",2023-04-26,1231
"E54000054",2023-04-27,1254
"E54000054",2023-04-28,1196
"E54000054",2023-04-29,1132
"E54000054",2023-04-30,971
"E54000057",2023-04-01,1200
"E54000057",2023-04-02,1130
"E54000057",2023-04-03,1282
"E54000057",2023-04-04,1325
"E54000057",2023-04-05,1304
"E54000057",2023-04-06,1369
"E54000057",2023-04-07,1142
"E54000057",2023-04-08,996
"E54000057",2023-04-09,990
"E54000057",2023-04-10,919
"E54000057",2023-04-11,1060
"E54000057",2023-04-12,1213
"E54000057",2023-04-13,1280
"E54000057",2023-04-14,1304
"E54000057",2023-04-15,1120
"E54000057",2023-04-16,1012
"E54000057",2023-04-17,1185
"E54000057",2023-04-18,1234
"E54000057",2023-04-19,1228
"E54000057",2023-04-20,1245
"E54000057",2023-04-21,1246
"E54000057",2023-04-22,1077
"E54000057",2023-04-23,993
"E54000057",2023-04-24,1132
"E54000057",2023-04-25,1214
"E54000057",2023-04-26,1305
"E54000057",2023-04-27,1262
"E54000057",2023-04-28,1362
"E54000057",2023-04-29,1128
"E54000057",2023-04-30,1015
"E54000008",2023-04-01,1323
"E54000008",2023-04-02,1200
"E54000008",2023-04-03,1397
"E54000008",2023-04-04,1497
"E54000008",2023-04-05,1513
"E54000008",2023-04-06,1505
"E54000008",2023-04-07,1323
"E54000008",2023-04-08,1187
"E54000008",2023-04-09,1125
"E54000008",2023-04-10,1171
"E54000008",2023-04-11,1344
"E54000008",2023-04-12,1467
"E54000008",2023-04-13,1487
"E54000008",2023-04-14,1487
"E54000008",2023-04-15,1272
"E54000008",2023-04-16,1190
"E54000008",2023-04-17,1427
"E54000008",2023-04-18,1505
"E54000008",2023-04-19,1528
"E54000008",2023-04-20,1557
"E54000008",2023-04-21,1473
"E54000008",2023-04-22,1246
"E54000008",2023-04-23,1153
"E54000008",2023-04-24,1314
"E54000008",2023-04-25,1394
"E54000008",2023-04-26,1453
"E54000008",2023-04-27,1386
"E54000008",2023-04-28,1408
"E54000008",2023-04-29,1168
"E54000008",2023-04-30,1059
"E54000048",2023-04-01,557
"E54000048",2023-04-02,486
"E54000048",2023-04-03,634
"E54000048",2023-04-04,683
"E54000048",2023-04-05,658
"E54000048",2023-04-06,688
"E54000048",2023-04-07,598
"E54000048",2023-04-08,484
"E54000048",2023-04-09,403
"E54000048",2023-04-10,434
"E54000048",2023-04-11,531
"E54000048",2023-04-12,616
"E54000048",2023-04-13,623
"E54000048",2023-04-14,687
"E54000048",2023-04-15,521
"E54000048",2023-04-16,466
"E54000048",2023-04-17,602
"E54000048",2023-04-18,672
"E54000048",2023-04-19,679
"E54000048",2023-04-20,641
"E54000048",2023-04-21,691
"E54000048",2023-04-22,509
"E54000048",2023-04-23,464
"E54000048",2023-04-24,585
"E54000048",2023-04-25,677
"E54000048",2023-04-26,657
"E54000048",2023-04-27,656
"E54000048",2023-04-28,664
"E54000048",2023-04-29,553
"E54000048",2023-04-30,430
"E54000032",2023-04-01,612
"E54000032",2023-04-02,609
"E54000032",2023-04-03,651
"E54000032",2023-04-04,733
"E54000032",2023-04-05,757
"E54000032",2023-04-06,765
"E54000032",2023-04-07,695
"E54000032",2023-04-08,610
"E54000032",2023-04-09,597
"E54000032",2023-04-10,519
"E54000032",2023-04-11,535
"E54000032",2023-04-12,580
"E54000032",2023-04-13,581
"E54000032",2023-04-14,634
"E54000032",2023-04-15,514
"E54000032",2023-04-16,531
"E54000032",2023-04-17,633
"E54000032",2023-04-18,666
"E54000032",2023-04-19,695
"E54000032",2023-04-20,742
"E54000032",2023-04-21,770
"E54000032",2023-04-22,678
"E54000032",2023-04-23,626
"E54000032",2023-04-24,652
"E54000032",2023-04-25,722
"E54000032",2023-04-26,723
"E54000032",2023-04-27,746
"E54000032",2023-04-28,784
"E54000032",2023-04-29,652
"E54000032",2023-04-30,637
"E54000034",2023-04-01,298
"E54000034",2023-04-02,288
"E54000034",2023-04-03,286
"E54000034",2023-04-04,328
"E54000034",2023-04-05,322
"E54000034",2023-04-06,337
"E54000034",2023-04-07,306
"E54000034",2023-04-08,302
"E54000034",2023-04-09,298
"E54000034",2023-04-10,253
"E54000034",2023-04-11,288
"E54000034",2023-04-12,300
"E54000034",2023-04-13,318
"E54000034",2023-04-14,248
"E54000034",2023-04-15,253
"E54000034",2023-04-16,287
"E54000034",2023-04-17,283
"E54000034",2023-04-18,286
"E54000034",2023-04-19,291
"E54000034",2023-04-20,298
"E54000034",2023-04-21,272
"E54000034",2023-04-22,265
"E54000034",2023-04-23,246
"E54000034",2023-04-24,269
"E54000034",2023-04-25,282
"E54000034",2023-04-26,270
"E54000034",2023-04-27,264
"E54000034",2023-04-28,295
"E54000034",2023-04-29,281
"E54000034",2023-04-30,274
"E54000042",2023-04-01,983
"E54000042",2023-04-02,850
"E54000042",2023-04-03,1010
"E54000042",2023-04-04,1087
"E54000042",2023-04-05,1085
"E54000042",2023-04-06,1106
"E54000042",2023-04-07,984
"E54000042",2023-04-08,846
"E54000042",2023-04-09,754
"E54000042",2023-04-10,713
"E54000042",2023-04-11,855
"E54000042",2023-04-12,943
"E54000042",2023-04-13,920
"E54000042",2023-04-14,945
"E54000042",2023-04-15,762
"E54000042",2023-04-16,706
"E54000042",2023-04-17,828
"E54000042",2023-04-18,837
"E54000042",2023-04-19,910
"E54000042",2023-04-20,923
"E54000042",2023-04-21,955
"E54000042",2023-04-22,839
"E54000042",2023-04-23,710
"E54000042",2023-04-24,932
"E54000042",2023-04-25,1014
"E54000042",2023-04-26,1040
"E54000042",2023-04-27,1016
"E54000042",2023-04-28,1052
"E54000042",2023-04-29,906
"E54000042",2023-04-30,805
"E54000044",2023-04-01,349
"E54000044",2023-04-02,264
"E54000044",2023-04-03,559
"E54000044",2023-04-04,583
"E54000044",2023-04-05,600
"E54000044",2023-04-06,640
"E54000044",2023-04-07,574
"E54000044",2023-04-08,477
"E54000044",2023-04-09,458
"E54000044",2023-04-10,409
"E54000044",2023-04-11,419
"E54000044",2023-04-12,560
"E54000044",2023-04-13,534
"E54000044",2023-04-14,576
"E54000044",2023-04-15,454
"E54000044",2023-04-16,394
"E54000044",2023-04-17,450
"E54000044",2023-04-18,486
"E54000044",2023-04-19,563
"E54000044",2023-04-20,569
"E54000044",2023-04-21,603
"E54000044",2023-04-22,472
"E54000044",2023-04-23,403
"E54000044",2023-04-24,533
"E54000044",2023-04-25,533
"E54000044",2023-04-26,524
"E54000044",2023-04-27,556
"E54000044",2023-04-28,613
"E54000044",2023-04-29,564
"E54000044",2023-04-30,457
"E54000052",2023-04-01,455
"E54000052",2023-04-02,265
"E54000052",2023-04-03,329
"E54000052",2023-04-04,414
"E54000052",2023-04-05,428
"E54000052",2023-04-06,466
"E54000052",2023-04-07,490
"E54000052",2023-04-08,429
"E54000052",2023-04-09,333
"E54000052",2023-04-10,327
"E54000052",2023-04-11,328
"E54000052",2023-04-12,352
"E54000052",2023-04-13,424
"E54000052",2023-04-14,431
"E54000052",2023-04-15,421
"E54000052",2023-04-16,324
"E54000052",2023-04-17,322
"E54000052",2023-04-18,422
"E54000052",2023-04-19,441
"E54000052",2023-04-20,426
"E54000052",2023-04-21,481
"E54000052",2023-04-22,422
"E54000052",2023-04-23,255
"E54000052",2023-04-24,351
"E54000052",2023-04-25,429
"E54000052",2023-04-26,422
"E54000052",2023-04-27,411
"E54000052",2023-04-28,477
"E54000052",2023-04-29,478
"E54000052",2023-04-30,372
"E54000053",2023-04-01,793
"E54000053",2023-04-02,740
"E54000053",2023-04-03,889
"E54000053",2023-04-04,841
"E54000053",2023-04-05,897
"E54000053",2023-04-06,1009
"E54000053",2023-04-07,873
"E54000053",2023-04-08,735
"E54000053",2023-04-09,701
"E54000053",2023-04-10,731
"E54000053",2023-04-11,828
"E54000053",2023-04-12,851
"E54000053",2023-04-13,886
"E54000053",2023-04-14,935
"E54000053",2023-04-15,748
"E54000053",2023-04-16,687
"E54000053",2023-04-17,833
"E54000053",2023-04-18,925
"E54000053",2023-04-19,941
"E54000053",2023-04-20,881
"E54000053",2023-04-21,1028
"E54000053",2023-04-22,810
"E54000053",2023-04-23,661
"E54000053",2023-04-24,847
"E54000053",2023-04-25,931
"E54000053",2023-04-26,893
"E54000053",2023-04-27,872
"E54000053",2023-04-28,985
"E54000053",2023-04-29,793
"E54000053",2023-04-30,682
"E54000036",2023-04-01,239
"E54000036",2023-04-02,0
"E54000036",2023-04-03,235
"E54000036",2023-04-04,210
"E54000036",2023-04-05,239
"E54000036",2023-04-06,235
"E54000036",2023-04-07,208
"E54000036",2023-04-08,168
"E54000036",2023-04-09,180
"E54000036",2023-04-10,164
"E54000036",2023-04-11,186
"E54000036",2023-04-12,215
"E54000036",2023-04-13,201
"E54000036",2023-04-14,212
"E54000036",2023-04-15,168
"E54000036",2023-04-16,144
"E54000036",2023-04-17,201
"E54000036",2023-04-18,231
"E54000036",2023-04-19,231
"E54000036",2023-04-20,239
"E54000036",2023-04-21,240
"E54000036",2023-04-22,202
"E54000036",2023-04-23,203
"E54000036",2023-04-24,220
"E54000036",2023-04-25,234
"E54000036",2023-04-26,223
"E54000036",2023-04-27,244
"E54000036",2023-04-28,249
"E54000036",2023-04-29,209
"E54000036",2023-04-30,189
"E54000037",2023-04-01,532
"E54000037",2023-04-02,411
"E54000037",2023-04-03,497
"E54000037",2023-04-04,527
"E54000037",2023-04-05,560
"E54000037",2023-04-06,569
"E54000037",2023-04-07,522
"E54000037",2023-04-08,390
"E54000037",2023-04-09,356
"E54000037",2023-04-10,355
"E54000037",2023-04-11,456
"E54000037",2023-04-12,514
"E54000037",2023-04-13,525
"E54000037",2023-04-14,585
"E54000037",2023-04-15,515
"E54000037",2023-04-16,389
"E54000037",2023-04-17,455
"E54000037",2023-04-18,506
"E54000037",2023-04-19,547
"E54000037",2023-04-20,570
"E54000037",2023-04-21,638
"E54000037",2023-04-22,505
"E54000037",2023-04-23,389
"E54000037",2023-04-24,427
"E54000037",2023-04-25,527
"E54000037",2023-04-26,611
"E54000037",2023-04-27,590
"E54000037",2023-04-28,610
"E54000037",2023-04-29,584
"E54000037",2023-04-30,442
"E54000038",2023-04-01,319
"E54000038",2023-04-02,264
"E54000038",2023-04-03,312
"E54000038",2023-04-04,356
"E54000038",2023-04-05,372
"E54000038",2023-04-06,398
"E54000038",2023-04-07,311
"E54000038",2023-04-08,242
"E54000038",2023-04-09,257
"E54000038",2023-04-10,220
"E54000038",2023-04-11,296
"E54000038",2023-04-12,330
"E54000038",2023-04-13,373
"E54000038",2023-04-14,362
"E54000038",2023-04-15,281
"E54000038",2023-04-16,256
"E54000038",2023-04-17,345
"E54000038",2023-04-18,338
"E54000038",2023-04-19,327
"E54000038",2023-04-20,314
"E54000038",2023-04-21,327
"E54000038",2023-04-22,245
"E54000038",2023-04-23,216
"E54000038",2023-04-24,264
"E54000038",2023-04-25,307
"E54000038",2023-04-26,290
"E54000038",2023-04-27,292
"E54000038",2023-04-28,312
"E54000038",2023-04-29,228
"E54000038",2023-04-30,223
"E54000039",2023-04-01,538
"E54000039",2023-04-02,509
"E54000039",2023-04-03,642
"E54000039",2023-04-04,657
"E54000039",2023-04-05,665
"E54000039",2023-04-06,659
"E54000039",2023-04-07,561
"E54000039",2023-04-08,511
"E54000039",2023-04-09,479
"E54000039",2023-04-10,489
"E54000039",2023-04-11,552
"E54000039",2023-04-12,601
"E54000039",2023-04-13,644
"E54000039",2023-04-14,617
"E54000039",2023-04-15,552
"E54000039",2023-04-16,466
"E54000039",2023-04-17,576
"E54000039",2023-04-18,604
"E54000039",2023-04-19,628
"E54000039",2023-04-20,610
"E54000039",2023-04-21,639
"E54000039",2023-04-22,511
"E54000039",2023-04-23,476
"E54000039",2023-04-24,551
"E54000039",2023-04-25,590
"E54000039",2023-04-26,602
"E54000039",2023-04-27,619
"E54000039",2023-04-28,622
"E54000039",2023-04-29,502
"E54000039",2023-04-30,453
"E54000040",2023-04-01,561
"E54000040",2023-04-02,451
"E54000040",2023-04-03,509
"E54000040",2023-04-04,572
"E54000040",2023-04-05,603
"E54000040",2023-04-06,603
"E54000040",2023-04-07,589
"E54000040",2023-04-08,483
"E54000040",2023-04-09,444
"E54000040",2023-04-10,442
"E54000040",2023-04-11,504
"E54000040",2023-04-12,621
"E54000040",2023-04-13,572
"E54000040",2023-04-14,546
"E54000040",2023-04-15,500
"E54000040",2023-04-16,400
"E54000040",2023-04-17,482
"E54000040",2023-04-18,581
"E54000040",2023-04-19,588
"E54000040",2023-04-20,570
"E54000040",2023-04-21,587
"E54000040",2023-04-22,532
"E54000040",2023-04-23,412
"E54000040",2023-04-24,485
"E54000040",2023-04-25,580
"E54000040",2023-04-26,601
"E54000040",2023-04-27,619
"E54000040",2023-04-28,609
"E54000040",2023-04-29,511
"E54000040",2023-04-30,448
"E54000041",2023-04-01,430
"E54000041",2023-04-02,404
"E54000041",2023-04-03,443
"E54000041",2023-04-04,495
"E54000041",2023-04-05,464
"E54000041",2023-04-06,472
"E54000041",2023-04-07,434
"E54000041",2023-04-08,399
"E54000041",2023-04-09,369
"E54000041",2023-04-10,342
"E54000041",2023-04-11,403
"E54000041",2023-04-12,461
"E54000041",2023-04-13,433
"E54000041",2023-04-14,454
"E54000041",2023-04-15,410
"E54000041",2023-04-16,395
"E54000041",2023-04-17,443
"E54000041",2023-04-18,470
"E54000041",2023-04-19,500
"E54000041",2023-04-20,515
"E54000041",2023-04-21,493
"E54000041",2023-04-22,418
"E54000041",2023-04-23,398
"E54000041",2023-04-24,458
"E54000041",2023-04-25,499
"E54000041",2023-04-26,452
"E54000041",2023-04-27,461
"E54000041",2023-04-28,463
"E54000041",2023-04-29,404
"E54000041",2023-04-30,373
"E54000043",2023-04-01,250
"E54000043",2023-04-02,215
"E54000043",2023-04-03,243
"E54000043",2023-04-04,261
"E54000043",2023-04-05,228
"E54000043",2023-04-06,273
"E54000043",2023-04-07,248
"E54000043",2023-04-08,226
"E54000043",2023-04-09,201
"E54000043",2023-04-10,209
"E54000043",2023-04-11,230
"E54000043",2023-04-12,221
"E54000043",2023-04-13,243
"E54000043",2023-04-14,250
"E54000043",2023-04-15,217
"E54000043",2023-04-16,219
"E54000043",2023-04-17,227
"E54000043",2023-04-18,248
"E54000043",2023-04-19,244
"E54000043",2023-04-20,239
"E54000043",2023-04-21,280
"E54000043",2023-04-22,231
"E54000043",2023-04-23,188
"E54000043",2023-04-24,222
"E54000043",2023-04-25,221
"E54000043",2023-04-26,224
"E54000043",2023-04-27,225
"E54000043",2023-04-28,230
"E54000043",2023-04-29,210
"E54000043",2023-04-30,209
"E54000056",2023-05-01,345
"E54000056",2023-05-02,337
"E54000056",2023-05-03,324
"E54000056",2023-05-04,341
"E54000056",2023-05-05,382
"E54000056",2023-05-06,326
"E54000056",2023-05-07,315
"E54000056",2023-05-08,287
"E54000056",2023-05-09,338
"E54000056",2023-05-10,314
"E54000056",2023-05-11,342
"E54000056",2023-05-12,349
"E54000056",2023-05-13,337
"E54000056",2023-05-14,336
"E54000056",2023-05-15,321
"E54000056",2023-05-16,325
"E54000056",2023-05-17,306
"E54000056",2023-05-18,319
"E54000056",2023-05-19,321
"E54000056",2023-05-20,307
"E54000056",2023-05-21,278
"E54000056",2023-05-22,277
"E54000056",2023-05-23,290
"E54000056",2023-05-24,314
"E54000056",2023-05-25,306
"E54000056",2023-05-26,309
"E54000056",2023-05-27,305
"E54000056",2023-05-28,290
"E54000056",2023-05-29,260
"E54000056",2023-05-30,301
"E54000056",2023-05-31,292
"E54000022",2023-05-01,488
"E54000022",2023-05-02,495
"E54000022",2023-05-03,561
"E54000022",2023-05-04,547
"E54000022",2023-05-05,595
"E54000022",2023-05-06,552
"E54000022",2023-05-07,528
