"nhs_trust22_code","total_attendances","attendances_over_4hours","total_emergency_admissions","emergency_admissions_over_4hours","pct_attendance_over_4hours","pct_emergency_admissions_over_4hours","date"
"RLQ",5380,2089,1704,513,0.39,0.3,"January 2022"
"RCF",5722,2108,1964,4,0.37,0,"January 2022"
"RFF",7919,1789,2836,291,0.23,0.1,"January 2022"
"RAE",11084,3005,3754,1021,0.27,0.27,"January 2022"
"RWY",13138,3192,3460,937,0.24,0.27,"January 2022"
"RXP",18336,6017,5859,2111,0.33,0.36,"January 2022"
"RP5",14814,4713,3701,1239,0.32,0.33,"January 2022"
"RR7",7944,1895,2311,927,0.24,0.4,"January 2022"
"RCD",4649,1316,1319,222,0.28,0.17,"January 2022"
"RWA",8788,4427,3727,1353,0.5,0.36,"January 2022"
"RV9",572,0,0,0,0,NA,"January 2022"
"RR8",24758,7560,4726,1974,0.31,0.42,"January 2022"
"RXF",20146,NA,4840,1652,NA,0.34,"January 2022"
"RNN",8977,2651,2762,1045,0.3,0.38,"January 2022"
"RVW",12740,NA,3698,387,NA,0.1,"January 2022"
"RJL",11220,4173,3995,1274,0.37,0.32,"January 2022"
"RTF",16434,967,5844,0,0.06,0,"January 2022"
"RCU",4303,250,896,0,0.06,0,"January 2022"
"RHQ",16646,4874,5234,1225,0.29,0.23,"January 2022"
"RTR",13334,3626,4061,1158,0.27,0.29,"January 2022"
"R0B",18712,4430,5316,629,0.24,0.12,"January 2022"
"RXG",0,0,128,0,NA,0,"January 2022"
"RTD",17776,2696,5540,271,0.15,0.05,"January 2022"
"RFR",7199,NA,2747,407,NA,0.15,"January 2022"
"RCB",15735,4426,4814,1597,0.28,0.33,"January 2022"
"RBS",4999,987,1269,0,0.2,0,"January 2022"
"RXL",16527,3585,3253,1542,0.22,0.47,"January 2022"
"RMC",10304,3761,2619,882,0.37,0.34,"January 2022"
"RY2",6533,43,0,0,0.01,NA,"January 2022"
"RJR",6670,2325,2151,560,0.35,0.26,"January 2022"
"RJN",3831,1378,968,386,0.36,0.4,"January 2022"
"RXR",15750,4964,5065,1339,0.32,0.26,"January 2022"
"RXN",13161,3288,3642,1586,0.25,0.44,"January 2022"
"RBQ",0,0,225,0,NA,0,"January 2022"
"REM",23894,7489,6667,1448,0.31,0.22,"January 2022"
"REP",1100,31,91,0,0.03,0,"January 2022"
"R0A",37088,12248,9600,3258,0.33,0.34,"January 2022"
"RW4",10047,61,124,0,0.01,0,"January 2022"
"RBT",8104,3171,3189,875,0.39,0.27,"January 2022"
"RM3",27154,10895,7353,2695,0.4,0.37,"January 2022"
"RVY",8689,2083,1952,824,0.24,0.42,"January 2022"
"RBN",13750,4217,4410,317,0.31,0.07,"January 2022"
"RWJ",8793,3100,3315,1175,0.35,0.35,"January 2022"
"RMP",9132,2970,2368,668,0.33,0.28,"January 2022"
"RBV",0,0,548,0,NA,0,"January 2022"
"RET",0,0,148,0,NA,0,"January 2022"
"RTX",9582,2598,3018,817,0.27,0.27,"January 2022"
"RWW",9309,2819,2089,1272,0.3,0.61,"January 2022"
"RY7",3065,20,0,0,0.01,NA,"January 2022"
"RBL",9733,3980,3735,681,0.41,0.18,"January 2022"
"RRF",11772,3664,2359,1099,0.31,0.47,"January 2022"
"RTK",9953,3200,2344,748,0.32,0.32,"January 2022"
"RWX",1272,6,52,0,0,0,"January 2022"
"RXQ",11012,2956,4591,741,0.27,0.16,"January 2022"
"RN7",12462,2541,3081,498,0.2,0.16,"January 2022"
"RVV",20075,5999,6546,1741,0.3,0.27,"January 2022"
"RXC",11468,2435,4134,194,0.21,0.05,"January 2022"
"RDU",19738,NA,5734,795,NA,0.14,"January 2022"
"RN5",10584,3173,4357,777,0.3,0.18,"January 2022"
"R1F",4571,866,1225,393,0.19,0.32,"January 2022"
"RYY",5045,19,0,0,0,NA,"January 2022"
"RWF",16074,2600,5535,11,0.16,0,"January 2022"
"RPA",12674,3482,3578,674,0.27,0.19,"January 2022"
"RNU",2714,94,0,0,0.03,NA,"January 2022"
"RTH",13502,4027,7497,770,0.3,0.1,"January 2022"
"RHU",11685,NA,5874,1400,NA,0.24,"January 2022"
"RPC",990,3,484,0,0,0,"January 2022"
"RHW",13260,2928,3902,430,0.22,0.11,"January 2022"
"RA2",6038,1757,2952,62,0.29,0.02,"January 2022"
"RW1",1409,4,159,0,0,0,"January 2022"
"RTP",10119,2491,2880,1386,0.25,0.48,"January 2022"
"RDR",8329,42,0,0,0.01,NA,"January 2022"
"RHM",11809,3318,4406,219,0.28,0.05,"January 2022"
"RYR",26750,9122,8400,1976,0.34,0.24,"January 2022"
"RJ8",0,0,88,0,NA,0,"January 2022"
"RBD",5231,1592,1698,76,0.3,0.04,"January 2022"
"RDY",0,0,7,0,NA,0,"January 2022"
"RTQ",3363,7,4,0,0,0,"January 2022"
"RTE",11413,4205,4033,1024,0.37,0.25,"January 2022"
"RN3",8830,1975,3470,441,0.22,0.13,"January 2022"
"RVJ",7633,2994,4647,994,0.39,0.21,"January 2022"
"RBZ",4002,1163,1535,456,0.29,0.3,"January 2022"
"REF",12555,2397,2891,906,0.19,0.31,"January 2022"
"RH8",9754,2818,3766,535,0.29,0.14,"January 2022"
"RD1",6849,2430,3389,885,0.35,0.26,"January 2022"
"RNZ",5545,968,2001,318,0.17,0.16,"January 2022"
"RH5",12968,2527,2771,638,0.19,0.23,"January 2022"
"RYF",1574,21,0,0,0.01,NA,"January 2022"
"RA9",7201,2800,2874,663,0.39,0.23,"January 2022"
"RA7",14317,4867,4273,1750,0.34,0.41,"January 2022"
"R0D",14084,NA,5845,1074,NA,0.18,"January 2022"
"RK9",10244,NA,3019,609,NA,0.2,"January 2022"
"RC9",18990,NA,5223,89,NA,0.02,"February 2022"
"RGT",13619,NA,3046,899,NA,0.3,"February 2022"
"RWH",14015,4607,2669,392,0.33,0.15,"February 2022"
"RDE",20669,5181,5654,800,0.25,0.14,"February 2022"
"RY4",933,11,0,0,0.01,NA,"February 2022"
"RGP",6324,2315,1802,816,0.37,0.45,"February 2022"
"RAJ",28849,8153,9449,1704,0.28,0.18,"February 2022"
"RD8",11993,2335,1945,510,0.19,0.26,"February 2022"
"RM1",15987,5217,3257,1312,0.33,0.4,"February 2022"
"RGN",14704,6142,4087,1075,0.42,0.26,"February 2022"
"RQW",9231,3218,2070,820,0.35,0.4,"February 2022"
"RCX",6062,2424,2723,1416,0.4,0.52,"February 2022"
"RWG",13027,4860,3504,1172,0.37,0.33,"February 2022"
"RGR",6510,NA,2144,423,NA,0.2,"February 2022"
"RF4",23739,9343,4119,1588,0.39,0.39,"February 2022"
"R1H",38475,10325,6066,3344,0.27,0.55,"February 2022"
"RYX",4529,12,0,0,0,NA,"February 2022"
"RQM",24999,NA,2640,772,NA,0.29,"February 2022"
"RJ6",13709,3035,1193,581,0.22,0.49,"February 2022"
"RVR",12636,2633,1874,940,0.21,0.5,"February 2022"
"RJ1",15180,2868,4001,82,0.19,0.02,"February 2022"
"RQX",9116,1146,1729,142,0.13,0.08,"February 2022"
"RY9",3177,0,0,0,0,NA,"February 2022"
"RYJ",20898,NA,3452,1393,NA,0.4,"February 2022"
"RJZ",21905,7273,4038,1698,0.33,0.42,"February 2022"
"RAX",9343,2110,2931,705,0.23,0.24,"February 2022"
"RJ2",21678,5209,4440,1510,0.24,0.34,"February 2022"
"R1K",25005,5886,6283,1406,0.24,0.22,"February 2022"
"RP6",4785,0,162,0,0,0,"February 2022"
"RAT",2166,13,0,0,0.01,NA,"February 2022"
"RAP",15051,4999,1714,1028,0.33,0.6,"February 2022"
"RAL",23049,7352,3597,1431,0.32,0.4,"February 2022"
"RAN",0,0,28,0,NA,0,"February 2022"
"RJ7",11347,3057,2928,783,0.27,0.27,"February 2022"
"RAS",11422,2639,1840,603,0.23,0.33,"February 2022"
"RRV",11165,2962,1683,274,0.27,0.16,"February 2022"
"RKE",7990,1987,1072,454,0.25,0.42,"February 2022"
"RQ3",4885,542,1141,0,0.11,0,"February 2022"
"RFS",7446,1334,3136,221,0.18,0.07,"February 2022"
"RYG",0,0,65,0,NA,0,"February 2022"
"RY8",5783,0,0,0,0,NA,"February 2022"
"RLT",6941,1308,1320,409,0.19,0.31,"February 2022"
"RNQ",7907,NA,1922,836,NA,0.43,"February 2022"
"RY5",4961,96,0,0,0.02,NA,"February 2022"
"RNS",10129,3419,3044,795,0.34,0.26,"February 2022"
"RX1",15752,NA,6636,1382,NA,0.21,"February 2022"
"RXK",19360,5861,3315,1261,0.3,0.38,"February 2022"
"RK5",12791,1988,3520,550,0.16,0.16,"February 2022"
"R1D",2291,0,5,0,0,0,"February 2022"
"RJC",6225,2022,2311,274,0.32,0.12,"February 2022"
"RNA",13547,3490,4356,694,0.26,0.16,"February 2022"
"RL1",0,0,17,0,NA,0,"February 2022"
"RL4",17552,3369,5751,1068,0.19,0.19,"February 2022"
"RXW",11061,4886,4352,2224,0.44,0.51,"February 2022"
"RWD",15434,5992,4471,2026,0.39,0.45,"February 2022"
"RRK",29452,13327,12960,4556,0.45,0.35,"February 2022"
"RKB",17740,5055,4832,1066,0.28,0.22,"February 2022"
"RTG",25646,9677,5682,1216,0.38,0.21,"February 2022"
"RWE",19425,8258,7075,2258,0.43,0.32,"February 2022"
"RJE",18855,6957,7018,1616,0.37,0.23,"February 2022"
"RBK",10256,2305,3450,347,0.22,0.1,"February 2022"
"RWP",14834,4684,4214,1155,0.32,0.27,"February 2022"
"RLQ",5302,1968,1563,438,0.37,0.28,"February 2022"
"RCF",5502,2069,1877,4,0.38,0,"February 2022"
"RFF",7801,2418,2681,254,0.31,0.09,"February 2022"
"RAE",10700,2620,3852,851,0.24,0.22,"February 2022"
"RWY",12705,3314,3420,781,0.26,0.23,"February 2022"
"RXP",17590,5795,5560,1653,0.33,0.3,"February 2022"
"RP5",14402,4191,3633,1016,0.29,0.28,"February 2022"
"RR7",7257,1720,2100,815,0.24,0.39,"February 2022"
"RCD",4595,1592,1249,309,0.35,0.25,"February 2022"
"RWA",8683,4302,3384,1288,0.5,0.38,"February 2022"
"RV9",614,4,0,0,0.01,NA,"February 2022"
"RR8",24470,6813,4393,2008,0.28,0.46,"February 2022"
"RXF",19572,NA,4386,1146,NA,0.26,"February 2022"
"RNN",8757,2713,2542,1041,0.31,0.41,"February 2022"
"RVW",12003,NA,3679,171,NA,0.05,"February 2022"
"RJL",11265,4012,3873,1252,0.36,0.32,"February 2022"
"RTF",16526,1146,5433,0,0.07,0,"February 2022"
"RCU",4427,222,939,0,0.05,0,"February 2022"
"RHQ",16421,4765,5018,1087,0.29,0.22,"February 2022"
"RTR",12994,3826,4150,1080,0.29,0.26,"February 2022"
"R0B",17880,3909,5156,392,0.22,0.08,"February 2022"
"RXG",0,0,110,0,NA,0,"February 2022"
"RTD",17996,2592,5293,116,0.14,0.02,"February 2022"
"RFR",7090,NA,2830,485,NA,0.17,"February 2022"
"RCB",16086,4515,4817,1540,0.28,0.32,"February 2022"
"RBS",5008,1149,1267,0,0.23,0,"February 2022"
"RXL",16229,3547,3124,1484,0.22,0.48,"February 2022"
"RMC",9972,3596,2601,783,0.36,0.3,"February 2022"
"RY2",3825,156,0,0,0.04,NA,"February 2022"
"RJR",6542,2288,2245,588,0.35,0.26,"February 2022"
"RJN",3842,1616,952,384,0.42,0.4,"February 2022"
"RXR",15111,4776,5059,1350,0.32,0.27,"February 2022"
"RXN",12782,2969,3595,1092,0.23,0.3,"February 2022"
"RBQ",0,0,201,0,NA,0,"February 2022"
"REM",23760,7649,6151,1529,0.32,0.25,"February 2022"
"REP",1157,65,96,0,0.06,0,"February 2022"
"R0A",36385,13321,8819,3201,0.37,0.36,"February 2022"
"RW4",10181,71,127,0,0.01,0,"February 2022"
"RBT",7918,3297,3077,870,0.42,0.28,"February 2022"
"RM3",26027,10110,7210,2353,0.39,0.33,"February 2022"
"RVY",8744,2157,1981,810,0.25,0.41,"February 2022"
"RBN",13259,4541,4176,339,0.34,0.08,"February 2022"
"RWJ",8456,3043,3267,1117,0.36,0.34,"February 2022"
"RMP",8929,2873,2285,830,0.32,0.36,"February 2022"
"RBV",0,0,480,0,NA,0,"February 2022"
"RET",0,0,136,0,NA,0,"February 2022"
"RTX",9469,2716,2988,829,0.29,0.28,"February 2022"
"RWW",9104,2949,1983,1328,0.32,0.67,"February 2022"
"RY7",3056,22,0,0,0.01,NA,"February 2022"
"RBL",9272,3426,3450,526,0.37,0.15,"February 2022"
"RRF",11328,3463,2393,968,0.31,0.4,"February 2022"
"RTK",9420,3000,2084,476,0.32,0.23,"February 2022"
"RWX",1235,6,25,0,0,0,"February 2022"
"RXQ",11023,2978,4372,833,0.27,0.19,"February 2022"
"RN7",11879,2262,2936,433,0.19,0.15,"February 2022"
"RVV",19326,5414,6091,1666,0.28,0.27,"February 2022"
"RXC",11173,2999,3852,240,0.27,0.06,"February 2022"
"RDU",18835,NA,5312,1308,NA,0.25,"February 2022"
"RN5",10301,3163,3994,836,0.31,0.21,"February 2022"
"R1F",4598,812,1161,341,0.18,0.29,"February 2022"
"RYY",4873,22,0,0,0,NA,"February 2022"
"RWF",16135,2942,5092,2,0.18,0,"February 2022"
"RPA",14095,3396,3351,836,0.24,0.25,"February 2022"
"RNU",2662,116,0,0,0.04,NA,"February 2022"
"RTH",12865,4370,6715,843,0.34,0.13,"February 2022"
"RHU",11388,NA,5397,1537,NA,0.28,"February 2022"
"RPC",944,1,497,0,0,0,"February 2022"
"RHW",12488,3195,3513,503,0.26,0.14,"February 2022"
"RA2",5867,1944,2779,32,0.33,0.01,"February 2022"
"RW1",1363,13,153,0,0.01,0,"February 2022"
"RTP",9598,2415,2630,1148,0.25,0.44,"February 2022"
"RDR",8318,49,0,0,0.01,NA,"February 2022"
"RHM",11342,3507,3973,223,0.31,0.06,"February 2022"
"RYR",25788,9827,7307,1879,0.38,0.26,"February 2022"
"RJ8",0,0,77,0,NA,0,"February 2022"
"RBD",4907,1729,1542,65,0.35,0.04,"February 2022"
"RDY",0,0,0,0,NA,NA,"February 2022"
"RTQ",3328,15,8,0,0,0,"February 2022"
"RTE",10544,4364,3418,909,0.41,0.27,"February 2022"
"RN3",8523,1987,3188,419,0.23,0.13,"February 2022"
"RVJ",7334,3555,4100,939,0.48,0.23,"February 2022"
"RBZ",3911,1103,1336,360,0.28,0.27,"February 2022"
"REF",12037,2547,2489,875,0.21,0.35,"February 2022"
"RH8",9675,3169,3553,615,0.33,0.17,"February 2022"
"RD1",6711,2559,3373,526,0.38,0.16,"February 2022"
"RNZ",5276,1248,1865,439,0.24,0.24,"February 2022"
"RH5",12461,2532,2545,502,0.2,0.2,"February 2022"
"RYF",1593,33,0,0,0.02,NA,"February 2022"
"RA9",6813,2688,2738,692,0.39,0.25,"February 2022"
"RA7",14090,4956,4911,1640,0.35,0.33,"February 2022"
"R0D",14062,NA,5310,913,NA,0.17,"February 2022"
"RK9",10276,NA,2910,595,NA,0.2,"February 2022"
"RC9",22631,NA,5946,98,NA,0.02,"March 2022"
"RGT",16181,NA,3252,1193,NA,0.37,"March 2022"
"RWH",16705,5572,3046,384,0.33,0.13,"March 2022"
"RDE",24006,6174,6009,1364,0.26,0.23,"March 2022"
"RY4",1159,24,0,0,0.02,NA,"March 2022"
"RGP",7368,2677,1999,819,0.36,0.41,"March 2022"
"RAJ",33871,10898,10124,2283,0.32,0.23,"March 2022"
"RD8",14293,2782,2188,750,0.19,0.34,"March 2022"
"RM1",18953,6332,3825,1545,0.33,0.4,"March 2022"
"RGN",17737,8925,4753,1312,0.5,0.28,"March 2022"
"RQW",11458,4147,2360,845,0.36,0.36,"March 2022"
"RCX",7140,3052,2803,1402,0.43,0.5,"March 2022"
"RWG",15533,6399,3923,1279,0.41,0.33,"March 2022"
"RGR",7507,NA,2481,714,NA,0.29,"March 2022"
"RF4",27382,10338,5183,1748,0.38,0.34,"March 2022"
"R1H",46062,12850,6542,3588,0.28,0.55,"March 2022"
"RYX",6811,13,0,0,0,NA,"March 2022"
"RQM",30214,NA,3001,895,NA,0.3,"March 2022"
"RJ6",16906,4187,1477,664,0.25,0.45,"March 2022"
"RVR",15095,3470,2148,1004,0.23,0.47,"March 2022"
"RJ1",18735,4355,4424,113,0.23,0.03,"March 2022"
"RQX",10745,1735,1907,186,0.16,0.1,"March 2022"
"RY9",3863,0,0,0,0,NA,"March 2022"
"RYJ",23266,NA,3937,1703,NA,0.43,"March 2022"
"RJZ",26419,10244,4525,2021,0.39,0.45,"March 2022"
"RAX",8288,1275,2952,382,0.15,0.13,"March 2022"
"RJ2",26920,7553,5174,1821,0.28,0.35,"March 2022"
"R1K",29025,8231,7609,1540,0.28,0.2,"March 2022"
"RP6",5496,0,189,0,0,0,"March 2022"
"RAT",2571,92,0,0,0.04,NA,"March 2022"
"RAP",17927,5706,2130,1230,0.32,0.58,"March 2022"
"RAL",27659,9300,3810,2125,0.34,0.56,"March 2022"
"RAN",0,0,44,0,NA,0,"March 2022"
"RJ7",13299,3724,3294,830,0.28,0.25,"March 2022"
"RAS",12891,3623,2046,776,0.28,0.38,"March 2022"
"RRV",13194,3915,1982,313,0.3,0.16,"March 2022"
"RKE",9765,2792,1284,563,0.29,0.44,"March 2022"
"RQ3",6001,1065,1243,0,0.18,0,"March 2022"
"RFS",9006,1705,3530,438,0.19,0.12,"March 2022"
"RYG",0,0,82,0,NA,0,"March 2022"
"RY8",6876,2,0,0,0,NA,"March 2022"
"RLT",8206,1880,1571,659,0.23,0.42,"March 2022"
"RNQ",9239,NA,2134,1045,NA,0.49,"March 2022"
"RY5",6302,160,0,0,0.03,NA,"March 2022"
"RNS",12033,4218,3272,779,0.35,0.24,"March 2022"
"RX1",18672,NA,6635,1570,NA,0.24,"March 2022"
"RXK",26809,6502,3960,1379,0.24,0.35,"March 2022"
"RK5",15337,3035,3858,791,0.2,0.21,"March 2022"
"R1D",2793,1,3,0,0,0,"March 2022"
"RJC",7333,2314,2673,413,0.32,0.15,"March 2022"
"RNA",16186,3773,4709,575,0.23,0.12,"March 2022"
"RL1",0,0,17,0,NA,0,"March 2022"
"RL4",21049,4444,6594,1036,0.21,0.16,"March 2022"
"RXW",12859,5874,4867,2532,0.46,0.52,"March 2022"
"RWD",17496,6700,4754,2115,0.38,0.44,"March 2022"
"RRK",35158,17341,14418,5378,0.49,0.37,"March 2022"
"RKB",20727,6215,5336,1215,0.3,0.23,"March 2022"
"RTG",30091,11418,6120,1613,0.38,0.26,"March 2022"
"RWE",22998,10277,7904,2581,0.45,0.33,"March 2022"
"RJE",22079,8779,7636,1848,0.4,0.24,"March 2022"
"RBK",12170,2942,3748,608,0.24,0.16,"March 2022"
"RWP",17472,6084,4580,1239,0.35,0.27,"March 2022"
"RLQ",6062,2450,1716,566,0.4,0.33,"March 2022"
"RCF",6817,2410,2195,13,0.35,0.01,"March 2022"
"RFF",9021,3176,2991,377,0.35,0.13,"March 2022"
"RAE",12530,3254,3772,1037,0.26,0.27,"March 2022"
"RWY",15416,4001,3945,725,0.26,0.18,"March 2022"
"RXP",20864,4962,6932,1404,0.24,0.2,"March 2022"
"RP5",17185,5091,4005,1156,0.3,0.29,"March 2022"
"RR7",9153,2082,2465,943,0.23,0.38,"March 2022"
"RCD",5671,2152,1596,353,0.38,0.22,"March 2022"
"RWA",11031,5681,3795,1626,0.52,0.43,"March 2022"
"RV9",717,5,0,0,0.01,NA,"March 2022"
"RR8",29996,9354,4834,2193,0.31,0.45,"March 2022"
"RXF",23913,NA,5286,1567,NA,0.3,"March 2022"
"RNN",10383,3328,2892,1117,0.32,0.39,"March 2022"
"RVW",14663,NA,4199,300,NA,0.07,"March 2022"
"RJL",13182,5016,4471,1459,0.38,0.33,"March 2022"
"RTF",19076,1907,6074,0,0.1,0,"March 2022"
"RCU",5970,525,1106,2,0.09,0,"March 2022"
"RHQ",19225,5416,5913,1459,0.28,0.25,"March 2022"
"RTR",15797,4556,4391,1202,0.29,0.27,"March 2022"
"R0B",20856,4817,5882,488,0.23,0.08,"March 2022"
"RXG",0,0,145,0,NA,0,"March 2022"
"RTD",21411,3817,6087,348,0.18,0.06,"March 2022"
"RFR",8070,NA,2930,767,NA,0.26,"March 2022"
"RCB",18308,5316,5143,1651,0.29,0.32,"March 2022"
"RBS",6339,2272,1342,0,0.36,0,"March 2022"
"RXL",19467,4477,3502,1609,0.23,0.46,"March 2022"
"RMC",12432,4992,2977,941,0.4,0.32,"March 2022"
"RY2",4638,273,0,0,0.06,NA,"March 2022"
"RJR",7763,2926,2448,619,0.38,0.25,"March 2022"
"RJN",4707,2108,1115,434,0.45,0.39,"March 2022"
"RXR",17940,5505,5553,1621,0.31,0.29,"March 2022"
"RXN",15457,4008,4108,1724,0.26,0.42,"March 2022"
"RBQ",0,0,193,0,NA,0,"March 2022"
"REM",26841,8874,6634,1702,0.33,0.26,"March 2022"
"REP",1218,117,105,0,0.1,0,"March 2022"
"R0A",44351,16630,10696,3627,0.37,0.34,"March 2022"
"RW4",12939,36,116,0,0,0,"March 2022"
"RBT",9863,4322,3409,1128,0.44,0.33,"March 2022"
"RM3",31754,12856,8310,2479,0.4,0.3,"March 2022"
"RVY",10763,2703,2118,888,0.25,0.42,"March 2022"
"RBN",15757,5601,5016,406,0.36,0.08,"March 2022"
"RWJ",10351,3830,3705,1103,0.37,0.3,"March 2022"
"RMP",10760,3859,2489,902,0.36,0.36,"March 2022"
"RBV",0,0,583,0,NA,0,"March 2022"
"RET",0,0,158,0,NA,0,"March 2022"
"RTX",11410,3296,3329,964,0.29,0.29,"March 2022"
"RWW",11089,3469,2248,1343,0.31,0.6,"March 2022"
"RY7",3952,80,0,0,0.02,NA,"March 2022"
"RBL",11425,4404,3865,708,0.39,0.18,"March 2022"
"RRF",14165,4241,2799,1140,0.3,0.41,"March 2022"
"RTK",11170,3894,2375,623,0.35,0.26,"March 2022"
"RWX",1472,13,24,0,0.01,0,"March 2022"
"RXQ",13063,3955,5209,785,0.3,0.15,"March 2022"
"RN7",14642,3103,3339,553,0.21,0.17,"March 2022"
"RVV",23504,7607,6639,1848,0.32,0.28,"March 2022"
"RXC",13191,3888,4004,302,0.29,0.08,"March 2022"
"RDU",21879,NA,6137,1290,NA,0.21,"March 2022"
"RN5",12199,4492,4500,1129,0.37,0.25,"March 2022"
"R1F",5328,1305,1327,600,0.24,0.45,"March 2022"
"RYY",6081,32,0,0,0.01,NA,"March 2022"
"RWF",19717,3541,5880,1000,0.18,0.17,"March 2022"
"RPA",16628,4550,3628,1041,0.27,0.29,"March 2022"
"RNU",3198,273,0,0,0.09,NA,"March 2022"
"RTH",15059,5369,7916,1009,0.36,0.13,"March 2022"
"RHU",13029,NA,6164,1816,NA,0.29,"March 2022"
"RPC",1209,3,547,0,0,0,"March 2022"
"RHW",14675,3825,3720,550,0.26,0.15,"March 2022"
"RA2",6990,2264,3173,31,0.32,0.01,"March 2022"
"RW1",1747,6,165,0,0,0,"March 2022"
"RTP",11235,3043,2887,1462,0.27,0.51,"March 2022"
"RDR",10083,140,0,0,0.01,NA,"March 2022"
"RHM",13157,4273,4608,308,0.32,0.07,"March 2022"
"RYR",30185,13510,7813,2674,0.45,0.34,"March 2022"
"RJ8",0,0,86,0,NA,0,"March 2022"
"RBD",5592,1916,1600,68,0.34,0.04,"March 2022"
"RDY",0,0,0,0,NA,NA,"March 2022"
"RTQ",4144,32,3,0,0.01,0,"March 2022"
"RTE",12319,5289,3834,1082,0.43,0.28,"March 2022"
"RN3",9995,2532,3472,464,0.25,0.13,"March 2022"
"RVJ",8452,3994,4492,1087,0.47,0.24,"March 2022"
"RBZ",4625,1343,1477,373,0.29,0.25,"March 2022"
"REF",14655,3195,2706,1122,0.22,0.41,"March 2022"
"RH8",10798,3738,3954,741,0.35,0.19,"March 2022"
"RD1",7661,3502,3691,1196,0.46,0.32,"March 2022"
"RNZ",6114,1516,1839,490,0.25,0.27,"March 2022"
"RH5",15150,3513,2915,701,0.23,0.24,"March 2022"
"RYF",2015,87,0,0,0.04,NA,"March 2022"
"RA9",7974,3316,2882,773,0.42,0.27,"March 2022"
"RA7",16738,6149,4693,1884,0.37,0.4,"March 2022"
"R0D",15931,NA,5866,1038,NA,0.18,"March 2022"
"RK9",11737,NA,3154,680,NA,0.22,"March 2022"
"RC9",17570,NA,6154,0,NA,0,"April 2022"
"RGT",14547,NA,3106,1109,NA,0.36,"April 2022"
"RWH",14726,5013,2848,380,0.34,0.13,"April 2022"
"RDE",23355,5901,5442,1160,0.25,0.21,"April 2022"
"RY4",908,19,0,0,0.02,NA,"April 2022"
"RGP",7228,2178,1904,768,0.3,0.4,"April 2022"
"RAJ",31318,10352,9585,2653,0.33,0.28,"April 2022"
"RD8",13226,2099,2047,373,0.16,0.18,"April 2022"
"RM1",18109,5379,3496,1294,0.3,0.37,"April 2022"
"RGN",16360,6894,4327,1152,0.42,0.27,"April 2022"
"RQW",10487,3765,2220,714,0.36,0.32,"April 2022"
"RCX",6767,2639,2756,1489,0.39,0.54,"April 2022"
"RWG",14731,5583,3467,1030,0.38,0.3,"April 2022"
"RGR",7133,NA,2246,582,NA,0.26,"April 2022"
"RF4",24779,10246,5085,1718,0.41,0.34,"April 2022"
"R1H",41682,11040,6247,3322,0.26,0.53,"April 2022"
"RYX",6942,30,0,0,0,NA,"April 2022"
"RQM",27290,NA,2808,870,NA,0.31,"April 2022"
"RJ6",16675,4294,1434,711,0.26,0.5,"April 2022"
"RVR",13296,3058,1982,926,0.23,0.47,"April 2022"
"RJ1",18615,3643,4259,81,0.2,0.02,"April 2022"
"RQX",9962,1594,1729,218,0.16,0.13,"April 2022"
"RY9",3699,1,0,0,0,NA,"April 2022"
"RYJ",21672,NA,3554,1453,NA,0.41,"April 2022"
"RJZ",23914,8795,4216,2091,0.37,0.5,"April 2022"
"RAX",10106,2951,2870,673,0.29,0.23,"April 2022"
"RJ2",23841,5969,4799,1788,0.25,0.37,"April 2022"
"R1K",27256,7372,7445,1224,0.27,0.16,"April 2022"
"RP6",5361,7,176,0,0,0,"April 2022"
"RAT",2118,16,0,0,0.01,NA,"April 2022"
"RAP",16771,5320,2015,1167,0.32,0.58,"April 2022"
"RAL",24983,8451,3603,1651,0.34,0.46,"April 2022"
"RAN",0,0,17,0,NA,0,"April 2022"
"RJ7",12279,3109,3214,924,0.25,0.29,"April 2022"
"RAS",11706,3195,1929,668,0.27,0.35,"April 2022"
"RRV",11965,3524,1891,319,0.29,0.17,"April 2022"
"RKE",8787,2016,1106,472,0.23,0.43,"April 2022"
"RQ3",5348,767,1117,0,0.14,0,"April 2022"
"RFS",8034,1954,3098,507,0.24,0.16,"April 2022"
"RYG",0,0,84,0,NA,0,"April 2022"
"RY8",7375,0,0,0,0,NA,"April 2022"
"RLT",7930,1989,1519,553,0.25,0.36,"April 2022"
"RNQ",8714,NA,2020,1037,NA,0.51,"April 2022"
"RY5",6507,231,0,0,0.04,NA,"April 2022"
"RNS",10811,3804,3056,834,0.35,0.27,"April 2022"
"RX1",16783,NA,6900,1577,NA,0.23,"April 2022"
"RXK",25413,6747,3520,1653,0.27,0.47,"April 2022"
"RK5",14255,2724,3574,686,0.19,0.19,"April 2022"
"R1D",2523,4,5,0,0,0,"April 2022"
"RJC",7048,2303,2429,412,0.33,0.17,"April 2022"
"RNA",15798,2843,4652,724,0.18,0.16,"April 2022"
"RL1",0,0,21,0,NA,0,"April 2022"
"RL4",20157,4517,6058,882,0.22,0.15,"April 2022"
"RXW",12340,5194,4479,2634,0.42,0.59,"April 2022"
"RWD",16655,6149,4518,2016,0.37,0.45,"April 2022"
"RRK",31725,14357,13236,4983,0.45,0.38,"April 2022"
"RKB",19253,6360,4968,1334,0.33,0.27,"April 2022"
"RTG",28039,10652,5699,1870,0.38,0.33,"April 2022"
"RWE",20771,9145,7394,2226,0.44,0.3,"April 2022"
